Model,Scenario,Region,Variable,Unit,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Nuclear,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0428259,0.057992249999999995,0.09605000999999999,0.06728848999999999,0.11448968,0.12110180999999999,0.09218752,0.09977069,0.10134187,0.0791597,0.1058045,0.12330582,0.12847765,0.13799211,0.14840124999999998,0.14006521,0.14195283,0.11695557999999999,0.13083444,0.1381667,0.14582624,0.12321852999999999,0.10939422,0.12348041,0.14188734,0.13972695999999998,0.13201285999999998,0.14732106,0.13043074999999998,0.15391132999999999,0.15050708999999998,0.13351855999999998
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Ocean,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Oil,EJ/yr,0.36098409,0.38057735,0.42451971,0.40877471,0.44276335,0.44861175999999997,0.46441024,0.48037204,0.44785811,0.44078144999999996,0.45370179,0.42345776999999996,0.38989830999999997,0.41064826,0.38359382,0.3680649,0.39117846,0.42868817,0.42926213999999996,0.43210736,0.43009937,0.37829156999999997,0.32261417,0.32683222,0.39982333999999997,0.38847249,0.39805788999999997,0.41780994,0.37598698999999997,0.3636392,0.52471477,0.54164117,0.55307623,0.62258391,0.7152416699999999,0.61317638,0.82311651,0.8804552299999999,0.84103031,0.81218963,0.9160230699999999,0.8324175899999999,0.86527038,0.8567167099999999,0.9224244899999999
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Other,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Solar,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00051092,0.00057891,0.0006478699999999999,0.00071988,0.00074387,0.00074785,0.0008148399999999999,0.00210362,0.0024955,0.0027674699999999997,0.00300441,0.00325239,0.00396892,0.00815048,0.012587319999999999
History,IEA Energy Statistics (2017),South Africa,Primary Energy,EJ/yr,1.9020188599999999,1.93407949,2.05922826,2.13523317,2.25967746,2.33770903,2.38617798,2.52116988,2.60359478,2.73742949,3.0112414299999997,3.27475155,3.33444665,3.6176934299999997,3.61739834,3.76723215,3.90370575,4.061654369999999,3.8896037299999997,3.8081484899999998,3.9766547099999996,3.70892091,3.9748620499999996,4.11011453,4.335161729999999,4.4300375899999995,4.54978371,4.5200567199999995,4.5746872199999995,4.56534391,4.695584419999999,4.60557039,4.9248506899999995,5.37724,5.36866623,5.32994834,5.70747741,6.17512288,6.051736,5.9250611,5.959209469999999,5.80954762,5.81783995,6.09569346,5.94635776
History,IEA Energy Statistics (2017),South Africa,Primary Energy|Wind,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16e-05,4.3209999999999995e-05,4.3209999999999995e-05,4.3209999999999995e-05,4.3209999999999995e-05,7.561e-05,0.00010802,0.00012241999999999998,0.00013322,0.00013322,0.00013322,0.00309656,0.00817347
History,IEA Energy Statistics (2017),South Africa,Final Energy|Industry|Solids|Biomass,EJ/yr,0.03199385,0.03199385,0.030994039999999997,0.03399347,0.04499135,0.04899058,0.04899058,0.04899058,0.04899058,0.04299174,0.05498943,0.05298982,0.04299174,0.059988469999999995,0.04799078,0.04899058,0.051990009999999996,0.055989239999999996,0.05698905,0.057988849999999995,0.05898866,0.06098828,0.061988089999999996,0.06298788999999999,0.0639877,0.06421165,0.06401471,0.06398071,0.0661133,0.06625924999999999,0.06772099,0.06927567,0.07021749,0.07114931,0.07210314,0.07309194,0.07411875,0.07518454,0.07629132999999999,0.0774401,0.07863186999999999,0.07985467,0.0811254,0.08244617,0.08381688999999999
History,IEA Energy Statistics (2017),South Africa,Final Energy|Industry|Solids|Coal,EJ/yr,0.35540795,0.36701698,0.42684194999999997,0.43437446999999996,0.46393146999999996,0.52959558,0.55088797,0.5433755499999999,0.56536161,0.60693782,0.63447705,0.55162735,0.47395293,0.46520741,0.48593684,0.47545062,0.49203758999999997,0.50992167,0.47759032999999995,0.46394827,0.41124508,0.36665432,0.30872316,0.32316263,0.33889336999999997,0.37595429999999996,0.41237509,0.44083257,0.37997276999999996,0.37972218999999996,0.34158815,0.37631143,0.40190969,0.47168476,0.5299165699999999,0.49324895999999996,0.42385648,0.4302699,0.6076679199999999,0.49196968999999996,0.39312566,0.3918077,0.45035907999999997,0.470512,0.47599934
History,IEA Energy Statistics (2017),South Africa,Final Energy|Industry|Electricity,EJ/yr,0.11712547999999999,0.1194479,0.12802824,0.13711988,0.1505647,0.16318496999999998,0.17054108999999998,0.18470244,0.20256526,0.2117289,0.21808044999999998,0.21572561999999998,0.22097897,0.24528693999999998,0.25693864,0.26718608,0.27549278,0.28624792,0.29291992,0.29648095999999996,0.29680141,0.26214158,0.27259066,0.27250063999999996,0.29041747,0.32371266,0.32931527,0.36678361,0.35888739,0.34905401999999996,0.37389129,0.40696684,0.38423955,0.40644115,0.3961577,0.40876355999999997,0.42438677999999996,0.42161427999999995,0.4106431,0.4334244,0.44655236,0.43870295,0.4378568,0.43593764999999995,0.43770197
