scenario,year,iso,name,gini_r,gini_u,i_r,i_u,n_orig,n_orig.1,n_r,n_u
SSP3,2030,ZAF,Mpumalanga,0.6570406299539999,0.698891370404,6481.127416800001,12534.8842624,1380648.0,3129429.0,1343469.79352,3121981.1703
SSP3,2030,ZAF,North West,0.7137210284890001,0.692646118258,11363.893522,11151.60478,1512417.0,2322105.0,1471690.50671,2316578.5469
SSP3,2030,ZAF,Northern Cape,0.526949906136,0.669093520909,9010.32574748,10795.1391971,721621.0,614058.0,702189.128489,612596.583425
SSP3,2030,ZAF,Western Cape,0.581875643166,0.687442405629,10083.4591556,13230.7574831,813259.0,4441971.0,791359.492651,4431399.408969998
SSP3,2040,ZAF,Eastern Cape,0.668875095512,0.7027990628120001,7393.41903897,12049.4550677,5422038.0,3361525.0,5295552.71925,3354533.93288
SSP3,2040,ZAF,Free State,0.701771386502,0.6978920376119999,10335.9193951,11701.5268742,923166.0,3273512.0,901630.387249,3266703.97623
SSP3,2040,ZAF,Gauteng,0.700444408776,0.728006101731,22403.6159783,15919.4342898,252201.0,11280501.0,246317.65608200003,11257040.5945
SSP3,2040,ZAF,KwaZulu-Natal,0.7085454054510001,0.675788310743,8955.27584675,12662.3366872,5767228.0,7170178.0,5632690.12831,7155265.95988
SSP3,2040,ZAF,Limpopo,0.681598037086,0.6816443445029999,7423.68666334,14239.4062197,3588994.0,3423840.0,3505269.96234,3416719.33445
SSP3,2040,ZAF,Mpumalanga,0.67405856537,0.7038667041140001,8008.82424612,14077.9652708,1380648.0,3342135.0,1348440.24898,3335184.25886
SSP3,2040,ZAF,North West,0.7256439595199999,0.694370052097,13505.8834974,12709.3579939,1512417.0,2472875.0,1477135.34228,2467732.08567
SSP3,2040,ZAF,Northern Cape,0.5459365848219999,0.670097957972,10548.344798200002,12380.2838007,721621.0,647982.0,704787.0282020002,646634.371868
SSP3,2040,ZAF,Western Cape,0.599459078623,0.7007066461679999,11613.5265436,14755.811812,813259.0,4626697.0,794287.297305,4617074.71569
SSP3,2050,ZAF,Eastern Cape,0.6872531110660001,0.702438610158,9082.08242057,13073.6388275,5557122.0,3557967.0,5418945.003219998,3550542.65101
SSP3,2050,ZAF,Free State,0.705431273771,0.6989813189730001,12216.4319469,12731.8861865,952358.0,3399664.0,928677.762585,3392569.97918
SSP3,2050,ZAF,Gauteng,0.695454663052,0.737666676468,24193.871181,16867.3845277,254683.0,11698814.0,248350.345782,11674402.2846
SSP3,2050,ZAF,KwaZulu-Natal,0.729414285018,0.69348229119,10747.4537129,13647.3005752,5830328.0,7593678.0,5685357.77741,7577832.40178
SSP3,2050,ZAF,Limpopo,0.660191027051,0.688571497298,9253.92761067,15248.3264656,3492667.0,3788976.0,3405822.3640900007,3781069.60848
SSP3,2050,ZAF,Mpumalanga,0.6897182643340001,0.703998925239,9890.29366664,15086.3691533,1375069.0,3529266.0,1340878.1176,3521901.5409
SSP3,2050,ZAF,North West,0.734166175496,0.693979359244,15377.782181,13732.740642899998,1489806.0,2644533.0,1452762.19947,2639014.69815
SSP3,2050,ZAF,Northern Cape,0.5676158720000001,0.6753996446539999,12433.0346771,13309.7935637,747786.0,679621.0,729192.414378,678202.8464640001
SSP3,2050,ZAF,Western Cape,0.6194640197110001,0.7059303011579999,13502.0195771,15761.2001748,797923.0,4831477.0,778082.7654680002,4821395.239440002
SSP3,2060,ZAF,Eastern Cape,0.694293800302,0.7006786513609999,10260.923678,14364.407948700002,5689727.0,3727048.0,5543153.09827,3719668.84303
SSP3,2060,ZAF,Free State,0.698099565084,0.698034795887,13397.624187,14028.7972187,964365.0,3528231.0,939521.850101,3521245.47945
SSP3,2060,ZAF,Gauteng,0.690395852089,0.76179510462,25347.2709218,18156.8893435,256663.0,12077307.0,250051.066362,12053395.2221
SSP3,2060,ZAF,KwaZulu-Natal,0.72376042469,0.700859548815,11932.2515481,14923.9762132,5889996.0,7977364.0,5738262.93883,7961569.671310001
SSP3,2060,ZAF,Limpopo,0.667169526288,0.690430010068,10446.6499137,16516.2884684,3415258.0,4112389.0,3327277.03176,4104246.90901
SSP3,2060,ZAF,Mpumalanga,0.68694566286,0.7006456754829999,11077.8821369,16351.7195662,1343337.0,3726337.0,1308731.09616,3718959.25073
SSP3,2060,ZAF,North West,0.721249580644,0.693409567852,16540.4474622,15001.4298259,1484616.0,2784449.0,1446370.58687,2778936.08837
SSP3,2060,ZAF,Northern Cape,0.58267432039,0.674809366138,13615.2138276,14583.6710616,750477.0,722787.0,731143.850615,721355.958938
SSP3,2060,ZAF,Western Cape,0.629947702854,0.70362545765,14678.8810214,17029.394638100002,815247.0,4984735.0,794245.3010310002,4974865.7571
SSP3,2070,ZAF,Eastern Cape,0.682020792228,0.7068329545409999,11599.8229601,15522.0666443,5808371.0,3895192.0,5652729.56319,3888532.49437
SSP3,2070,ZAF,Free State,0.720964517155,0.698150608977,14566.359396899998,15183.6510102,981258.0,3643035.0,954964.155306,3636806.60045
SSP3,2070,ZAF,Gauteng,0.6804572727439999,0.7628719034639999,26462.3524193,19658.2186755,258051.0,12429486.0,251136.250854,12408235.6401
SSP3,2070,ZAF,KwaZulu-Natal,0.719552272367,0.721072808929,13318.4835319,16785.0881058,5913423.0,8373295.0,5754966.583880002,8358979.401380002
SSP3,2070,ZAF,Limpopo,0.6985763315710001,0.706867325047,11780.8277527,17650.519822,3355836.0,4407600.0,3265912.82933,4400064.44411
SSP3,2070,ZAF,Mpumalanga,0.6926546406999999,0.7127840463609999,12308.1219828,17457.7662958,1359254.0,3867307.0,1322831.35318,3860695.16861
SSP3,2070,ZAF,North West,0.7057550329699999,0.682163746981,17660.968865799998,16104.1943366,1485185.0,2911105.0,1445387.899,2906127.9616
SSP3,2070,ZAF,Northern Cape,0.595557044028,0.6803014128470001,14792.359983000002,15530.575588299998,760298.0,757769.0,739925.011925,756473.462598
SSP3,2070,ZAF,Western Cape,0.636589168778,0.716024227952,15844.802067700002,18197.7819867,832060.0,5127233.0,809764.073327,5118467.10681
SSP3,2080,ZAF,Eastern Cape,0.690025115892,0.720233814536,12847.8039961,16804.0333266,5904349.0,4079367.0,5741366.19149,4072349.71906
SSP3,2080,ZAF,Free State,0.705819079915,0.722574255363,16007.7260384,16454.528139200003,1011522.0,3738745.0,983600.09084,3732313.65317
SSP3,2080,ZAF,Gauteng,0.6749820599140001,0.75683259444,27884.739115,21147.2491776,259478.0,12761279.0,252315.40626,12739327.1923
SSP3,2080,ZAF,KwaZulu-Natal,0.7268435746170001,0.75296991365,14670.9493863,18353.3370046,5947697.0,8746624.0,5783517.61948,8731578.1564
SSP3,2080,ZAF,Limpopo,0.679849442928,0.70675510552,13161.6528922,18852.9071037,3324235.0,4670384.0,3232473.29072,4662350.05831
SSP3,2080,ZAF,Mpumalanga,0.6878783375759999,0.717794031091,13770.6074815,18618.0474163,1369065.0,4011300.0,1331273.52481,4004399.80714
SSP3,2080,ZAF,North West,0.69640253396,0.6943512801809999,19096.100246,17257.581357599996,1511231.0,3009282.0,1469515.19481,3004105.46717
SSP3,2080,ZAF,Northern Cape,0.604366583382,0.681223856056,16240.7454713,16629.1717962,756470.0,806095.0,735588.509907,804708.3645050002
SSP3,2080,ZAF,Western Cape,0.6402465455740001,0.702285738977,17286.5978241,19417.417571,842075.0,5268450.0,818830.481684,5259387.27194
SSP3,2090,ZAF,Eastern Cape,0.706744623789,0.718192667881,14215.650381799998,17954.5750521,6015449.0,4268047.0,5846442.03069,4260119.72608
SSP3,2090,ZAF,Free State,0.6983615516699999,0.718429161787,17273.382823099993,17598.7405447,1044557.0,3836312.0,1015209.66236,3829186.61078
SSP3,2090,ZAF,Gauteng,0.672551600321,0.7669047589920001,29134.3062568,22374.1222369,261453.0,13097566.0,254107.350632,13073239.1841
SSP3,2090,ZAF,KwaZulu-Natal,0.727613600859,0.764772466184,16000.2180261,19776.6637331,6029564.0,9097664.0,5860160.46289,9080766.4179
SSP3,2090,ZAF,Limpopo,0.642707708846,0.711516665653,14431.744154,20018.5950443,3292661.0,4951530.0,3200152.08561,4942333.25623
SSP3,2090,ZAF,Mpumalanga,0.6876712492300001,0.717806136399,15039.4844848,19760.2367753,1356572.0,4188308.0,1318458.44898,4180528.82962
SSP3,2090,ZAF,North West,0.692019106764,0.696890219304,20344.934255,18390.8649421,1547789.0,3106833.0,1504303.11424,3101062.51148
SSP3,2090,ZAF,Northern Cape,0.616424235055,0.671033882156,17512.6684541,17683.7016344,760595.0,848027.0,739225.713049,846451.913708
SSP3,2090,ZAF,Western Cape,0.647427211696,0.7097653251260001,18555.7689528,20591.995932,860394.0,5405071.0,836220.8115399998,5395031.870069998
SSP3,2100,ZAF,Eastern Cape,0.7060838864740001,0.7227437783849999,15741.1192796,19021.6369811,6166355.0,4416397.0,5989118.30296,4407250.9025
SSP3,2100,ZAF,Free State,0.68976377661,0.721469036971,18299.104869,18656.8229816,1058595.0,3950595.0,1028168.29228,3942413.55095
SSP3,2100,ZAF,Gauteng,0.678765003135,0.7723566624699999,30136.2683222,23644.9029561,269899.0,13415695.0,262141.417556,13387911.8875
SSP3,2100,ZAF,KwaZulu-Natal,0.7194111897,0.7644293192980001,17527.9068507,21022.2504711,6103437.0,9452934.0,5928008.7260099985,9433357.53167
SSP3,2100,ZAF,Limpopo,0.654645544204,0.7208792532780001,15577.2849939,21090.890666900006,3285138.0,5209438.0,3190714.794,5198649.5614
SSP3,2100,ZAF,Mpumalanga,0.68163407886,0.721730321168,16076.8359064,20823.5790216,1345523.0,4363217.0,1306849.25314,4354181.03514
SSP3,2100,ZAF,North West,0.6896790252189999,0.703718609155,21375.2367554,19448.0700453,1564680.0,3224792.0,1519707.12459,3218113.64612
SSP3,2100,ZAF,Northern Cape,0.626095661506,0.674018927628,18532.5463878,18730.4480374,779779.0,876852.0,757366.171939,875036.091266
SSP3,2100,ZAF,Western Cape,0.649648220909,0.7207710023989999,19575.3779022,21666.0247758,872836.0,5543744.0,847748.477518,5532263.23341
SSP4,2010,ZAF,Eastern Cape,0.5916738971859999,0.7055499399099999,2365.15735586,5519.52277326,2666471.33682,2666471.33682,2666471.33682,2666471.33682
SSP4,2010,ZAF,Free State,0.7071532414820001,0.689595934347,5937.68743354,5164.84660664,2561743.32359,2561743.32359,2561743.32359,2561743.32359
SSP4,2010,ZAF,Gauteng,0.728510058443,0.670919889801,18131.2357363,9671.67037465,9592585.21169,9592585.21169,9592585.21169,9592585.21169
SSP4,2010,ZAF,KwaZulu-Natal,0.650143761066,0.6780478079410001,3041.30455735,6496.30376369,5622651.71023,5622651.71023,5622651.71023,5622651.71023
SSP4,2010,ZAF,Limpopo,0.6135485853729999,0.648952304195,2792.31802799,7737.51791152,1954945.24694,1954945.24694,1954945.24694,1954945.24694
SSP4,2010,ZAF,Mpumalanga,0.6349624587380001,0.684548309168,3536.95299725,7577.54315138,2280259.28803,2280259.28803,2280259.28803,2280259.28803
SSP4,2010,ZAF,North West,0.7543054855589999,0.6946874951500001,6792.26151784,6119.43902289,2021985.25541,2021985.25541,2021985.25541,2021985.25541
SSP4,2010,ZAF,Northern Cape,0.49308619505,0.6669965833470001,6083.05380878,5589.80226773,508157.064188,508157.064188,508157.064188,508157.064188
SSP4,2010,ZAF,Western Cape,0.555503229066,0.65899914494,7185.53078369,8410.74169379,3982951.50311,3982951.50311,3982951.50311,3982951.50311
SSP4,2020,ZAF,Eastern Cape,0.631309542606,0.7059024295749999,3874.04296115,7814.11040156,4596721.0,3180094.0,4487654.87553,3170322.55713
SSP4,2020,ZAF,Free State,0.6953091293770001,0.6943164124060001,7609.30832847,7462.4769123,782084.0,3180355.0,763527.5396680002,3170582.75516
SSP4,2020,ZAF,Gauteng,0.7038600893379999,0.7023257672600001,19799.3876664,11766.1249332,213136.0,10819285.0,208078.934865,10786040.6917
SSP4,2020,ZAF,KwaZulu-Natal,0.679737401228,0.696985010729,4519.38070308,8684.23860343,4904881.0,6734456.0,4788503.18162,6713763.104730002
SSP4,2020,ZAF,Limpopo,0.639647923159,0.662209085797,4396.47521051,10019.1863259,3045099.0,3062152.0,2972848.118,3052742.95633
SSP4,2020,ZAF,Mpumalanga,0.645885050174,0.690582950052,5225.74559296,9860.6615673,1168662.0,3035314.0,1140933.22656,3025987.42118
SSP4,2020,ZAF,North West,0.725378982079,0.695429554016,8405.797753300001,8433.16171144,1278926.0,2295336.0,1248580.99922,2288283.14414
SSP4,2020,ZAF,Northern Cape,0.5100932051820001,0.668640957373,7759.38000271,7957.19510731,610051.0,612350.0,595576.356379,610468.438309
SSP4,2020,ZAF,Western Cape,0.568285802437,0.674865717321,8849.96941585,10654.7379715,684012.0,4454009.0,667782.488152,4440323.21131
SSP4,2030,ZAF,Eastern Cape,0.655386821395,0.7082205758560001,6141.948912,9815.37823811,4160479.0,3733035.0,4031545.24562,3722630.64357
SSP4,2030,ZAF,Free State,0.69033932455,0.6990060228239999,10075.9808033,9440.54392832,714863.0,3509629.0,692709.307972,3499847.29931
SSP4,2030,ZAF,Gauteng,0.693890013361,0.736672610957,22277.3629188,15601.3061293,180766.0,11874594.0,175164.039494,11841498.2727
SSP4,2030,ZAF,KwaZulu-Natal,0.696832403589,0.660474842148,6772.18818667,11606.4048323,4125284.0,7885842.0,3997440.94299,7863863.33896
SSP4,2030,ZAF,Limpopo,0.653409257641,0.677056102223,6795.20565115,12067.729115200002,2218918.0,3877871.0,2150153.45909,3867062.97059
SSP4,2030,ZAF,Mpumalanga,0.652969736998,0.6991663743359999,7724.12427321,11863.45978,911731.0,3390354.0,883476.3445120002,3380904.73112
SSP4,2030,ZAF,North West,0.7140169987289999,0.7003175996909999,10833.9544832,10371.0166848,1042190.0,2632954.0,1009892.4041,2625615.6836200003
SSP4,2030,ZAF,Northern Cape,0.527889549928,0.674515163776,10173.0816755,9831.87093574,522052.0,732642.0,505873.544505,730600.05062
SSP4,2030,ZAF,Western Cape,0.583060734317,0.702380808363,11262.0611121,13474.8227968,594460.0,4914381.0,576037.611706,4900684.10952
SSP4,2040,ZAF,Eastern Cape,0.677539772874,0.733569001308,9071.03789103,12754.9181907,3393210.0,4353583.0,3258296.98242,4340770.32645
SSP4,2040,ZAF,Free State,0.6877778325830001,0.7222578268459999,13389.328806799998,12403.5386947,605427.0,3764444.0,581355.403047,3753365.17319
SSP4,2040,ZAF,Gauteng,0.687846190036,0.7215057279539999,25592.1824899,18448.3146061,149624.0,12624538.0,143674.994385,12587383.7562
SSP4,2040,ZAF,KwaZulu-Natal,0.7006913105670001,0.6771121587450001,9714.87383572,14582.2452735,3291148.0,8715036.0,3160292.9371,8689387.49135
SSP4,2040,ZAF,Limpopo,0.663745348862,0.708312856865,9998.16668709,14979.9191783,1574983.0,4293209.0,1512362.14565,4280574.008230002
SSP4,2040,ZAF,Mpumalanga,0.65923733859,0.7209408590019999,11042.596285299998,14804.2935427,745322.0,3514537.0,715688.21957,3504193.65401
SSP4,2040,ZAF,North West,0.705945957472,0.7128772605500001,14106.886389200004,13370.9185945,833792.0,2824054.0,800640.678756,2815742.75798
SSP4,2040,ZAF,Northern Cape,0.5453140694449999,0.674443362682,13507.7271058,12951.655362,452057.0,791742.0,434083.348505,789411.8889670002
SSP4,2040,ZAF,Western Cape,0.597257324647,0.738916189869,14579.8460356,16353.743013799998,501088.0,5237024.0,481164.890568,5221611.3436
SSP4,2050,ZAF,Eastern Cape,0.6890692534399999,0.7272918510240001,12669.982993,15752.0070474,2567485.0,4849795.0,2440719.19289,4830623.88376
SSP4,2050,ZAF,Free State,0.685350792975,0.717748496961,17711.8153974,15418.380075100002,491266.0,3912861.0,467010.461605,3897393.56002
SSP4,2050,ZAF,Gauteng,0.683139214772,0.744446359166,30325.871896900004,21457.0455196,129784.0,13017887.0,123376.105305,12966427.6239
SSP4,2050,ZAF,KwaZulu-Natal,0.704999449407,0.707565466273,14231.862837600003,17504.695300400002,2493103.0,9215084.0,2370009.69507,9178657.00741
SSP4,2050,ZAF,Limpopo,0.670457016832,0.709574584779,14016.0719373,17947.5155354,1122635.0,4380253.0,1067206.54302,4362937.97134
SSP4,2050,ZAF,Mpumalanga,0.664107981617,0.715376045168,15291.814666,17784.1627102,605434.0,3509829.0,575541.584012,3495954.73526
SSP4,2050,ZAF,North West,0.700226504312,0.708483899445,18686.4719918,16388.5129917,657798.0,2893798.0,625320.188294,2882358.89013
SSP4,2050,ZAF,Northern Cape,0.5618204521119999,0.674858295088,17905.401779400006,15911.0176144,368754.0,835542.0,350547.311963,832239.123732
SSP4,2050,ZAF,Western Cape,0.60985185387,0.731116477163,18934.0544273,19313.1979545,416667.0,5406955.0,396094.677843,5385581.44445
SSP4,2060,ZAF,Eastern Cape,0.7056269466159999,0.723365847163,16149.965592200002,19303.1847142,1822025.0,5169654.0,1714188.24129,5141473.60441
SSP4,2060,ZAF,Free State,0.685715138118,0.716596680217,21327.0437986,18997.6152384,428580.0,3919672.0,403214.443518,3898305.4041800005
SSP4,2060,ZAF,Gauteng,0.672463281049,0.756996409862,34041.1864011,25166.0268768,108981.0,13098215.0,102530.947009,13026815.0803
SSP4,2060,ZAF,KwaZulu-Natal,0.716960042023,0.72231822123,17230.4935926,21224.7807302,1781435.0,9445880.0,1676000.56509,9394389.39055
SSP4,2060,ZAF,Limpopo,0.6796254780509999,0.708984744832,17467.1333022,21421.4732053,790122.0,4291301.0,743358.538759,4267908.61053
SSP4,2060,ZAF,Mpumalanga,0.670756967848,0.7110501405159999,18877.5762638,21213.0087275,484829.0,3427535.0,456134.339998,3408851.101190001
SSP4,2060,ZAF,North West,0.6739951751919999,0.706308016689,22292.038302700006,19740.6293191,522587.0,2870458.0,491657.628435,2854810.79383
SSP4,2060,ZAF,Northern Cape,0.578463870749,0.675295678203,21595.9903398,19023.4742924,301644.0,845163.0,283791.165245,840555.916493
SSP4,2060,ZAF,Western Cape,0.62243609713,0.724605045137,22603.5097008,22771.7634811,343767.0,5443265.0,323421.110656,5413593.118480002
SSP4,2070,ZAF,Eastern Cape,0.715272509355,0.7168415024320001,19605.6563708,22733.9256192,1187618.0,5295596.0,1111581.33267,5253861.72306
SSP4,2070,ZAF,Free State,0.6875198702349999,0.7110725572159999,25444.8510727,22161.427461000007,367351.0,3820675.0,343831.530119,3790564.48769
SSP4,2070,ZAF,Gauteng,0.672525201946,0.766871580501,38443.6254656,30065.6807798,89920.0,12787047.0,84162.9155449,12686273.0435
SSP4,2070,ZAF,KwaZulu-Natal,0.72365361572,0.731313391224,21393.0276948,26187.658871400006,1207160.0,9353187.0,1129872.16558,9279475.08985
SSP4,2070,ZAF,Limpopo,0.685970751252,0.70643731764,21399.9394126,24593.3481052,545747.0,4080747.0,510805.81261,4048586.87573
SSP4,2070,ZAF,Mpumalanga,0.676900996199,0.7066999328110001,22984.0526777,24269.184753,392187.0,3262848.0,367077.417246,3237133.68908
SSP4,2070,ZAF,North West,0.680181056819,0.7016418345450001,26393.4587299,22803.2626559,415354.0,2765594.0,388761.16129,2743798.51826
SSP4,2070,ZAF,Northern Cape,0.594414428211,0.674575290174,25882.8476873,21897.4218662,233385.0,837126.0,218442.638395,830528.65981
SSP4,2070,ZAF,Western Cape,0.634739102756,0.72136932837,26836.334780200006,26070.829524,280206.0,5316879.0,262265.946543,5274976.993
SSP4,2080,ZAF,Eastern Cape,0.723387929063,0.716435237334,26227.1101679,26067.5024252,686350.0,5225993.0,637024.034174,5171617.0010400005
SSP4,2080,ZAF,Free State,0.715194657327,0.70110691861,29781.748519800003,25265.0303356,308510.0,3626125.0,286338.289186,3588395.4873
SSP4,2080,ZAF,Gauteng,0.6965408087780001,0.7473700098199999,41865.8233327,35846.4087339,73152.0,12111574.0,67894.7798469,11985554.1344
SSP4,2080,ZAF,KwaZulu-Natal,0.6866442627220001,0.774045474551,24940.1901482,32589.4037452,807973.0,8930065.0,749906.3451060002,8837148.45664
SSP4,2080,ZAF,Limpopo,0.7136890210019999,0.70554981052,25668.3194896,27699.108608,384257.0,3768047.0,356641.5739780001,3728840.80134
SSP4,2080,ZAF,Mpumalanga,0.7053093897920001,0.701007146004,27289.0098396,27282.643951599995,310958.0,3044717.0,288610.358591,3013036.98657
SSP4,2080,ZAF,North West,0.708512225926,0.700342165042,30843.416587700005,25776.2995127,320591.0,2601598.0,297551.063073,2574528.60091
SSP4,2080,ZAF,Northern Cape,0.621671131093,0.674117314551,30533.4680175,24758.622716,178790.0,801041.0,165940.885947,792706.238628
SSP4,2080,ZAF,Western Cape,0.663054731534,0.7090488045450001,31567.2870622,29330.8834981,220709.0,5043899.0,204847.290098,4991417.6731400015
SSP4,2090,ZAF,Eastern Cape,0.731159017438,0.721620316432,31615.4996939,31080.1119018,362562.0,4959687.0,330497.54412399995,4895895.1207
SSP4,2090,ZAF,Free State,0.7122370074400001,0.7023508361040001,35655.1802435,30291.1882783,257340.0,3367690.0,234581.224742,3324374.50973
SSP4,2090,ZAF,Gauteng,0.687766846514,0.762940238816,47058.3194023,40810.0966572,54488.0,11205629.0,49669.1605414,11061501.3297
SSP4,2090,ZAF,KwaZulu-Natal,0.706313768481,0.757045860247,30493.5109303,37774.3067236,527597.0,8313408.0,480937.088793,8206480.30079
SSP4,2090,ZAF,Limpopo,0.712890509108,0.705245673037,31669.171665599995,32648.8777586,263718.0,3422241.0,240395.1637,3378223.87053
SSP4,2090,ZAF,Mpumalanga,0.686655230178,0.7012631389730001,32853.7099575,32212.9797977,239790.0,2799840.0,218583.321213,2763828.24052
SSP4,2090,ZAF,North West,0.714766852884,0.700531683189,36390.0072111,30578.860341900006,230681.0,2410354.0,210279.907922,2379351.8397
SSP4,2090,ZAF,Northern Cape,0.632306432457,0.675000074789,35908.67679680001,29525.270773900003,144867.0,739724.0,132055.173252,730209.612475
SSP4,2090,ZAF,Western Cape,0.670149599184,0.7062604325290001,37074.1848177,34341.1718109,181674.0,4662499.0,165607.015714,4602529.57583
SSP4,2100,ZAF,Eastern Cape,0.7338743305859999,0.7236038412639999,38298.6274312,36830.4137708,188826.0,4540501.0,167625.687335,4469359.16851
SSP4,2100,ZAF,Free State,0.7194989806409999,0.705098661416,42667.5035627,36152.3032995,206327.0,3073307.0,183161.774283,3025153.571840001
SSP4,2100,ZAF,Gauteng,0.6859073750040001,0.7632109039,53374.855949,46212.0087138,33736.0,10146674.0,29948.313198000003,9987693.09198
SSP4,2100,ZAF,KwaZulu-Natal,0.711727604649,0.752297044385,37572.629001,43239.8108598,351272.0,7553656.0,311833.171499,7435303.218610001
SSP4,2100,ZAF,Limpopo,0.715730898225,0.707213094273,38708.28726680001,38504.5343129,178072.0,3056265.0,158079.085481,3008378.59064
SSP4,2100,ZAF,Mpumalanga,0.6699788566780001,0.702455393275,39802.4046663,38106.6412561,179000.0,2537334.0,158902.894903,2497578.34576
SSP4,2100,ZAF,North West,0.720614881107,0.700609350826,42905.3476705,36502.1725763,156486.0,2191662.0,138916.639172,2157322.43072
SSP4,2100,ZAF,Northern Cape,0.648488005644,0.675587766885,42467.9154677,35560.7730322,103692.0,677848.0,92050.050158,667227.28916
SSP4,2100,ZAF,Western Cape,0.685365921053,0.7121679040919999,43628.0189031,40109.0988944,136478.0,4228566.0,121155.02397,4162311.65278
SSP5,2010,ZAF,Eastern Cape,0.5916738971859999,0.7055499399099999,2365.15735586,5519.52277326,2666471.33682,2666471.33682,2666471.33682,2666471.33682
SSP5,2010,ZAF,Free State,0.7071532414820001,0.689595934347,5937.68743354,5164.84660664,2561743.32359,2561743.32359,2561743.32359,2561743.32359
SSP5,2010,ZAF,Gauteng,0.728510058443,0.670919889801,18131.2357363,9671.67037465,9592585.21169,9592585.21169,9592585.21169,9592585.21169
SSP5,2010,ZAF,KwaZulu-Natal,0.650143761066,0.6780478079410001,3041.30455735,6496.30376369,5622651.71023,5622651.71023,5622651.71023,5622651.71023
SSP5,2010,ZAF,Limpopo,0.6135485853729999,0.648952304195,2792.31802799,7737.51791152,1954945.24694,1954945.24694,1954945.24694,1954945.24694
SSP5,2010,ZAF,Mpumalanga,0.6349624587380001,0.684548309168,3536.95299725,7577.54315138,2280259.28803,2280259.28803,2280259.28803,2280259.28803
SSP5,2010,ZAF,North West,0.7543054855589999,0.6946874951500001,6792.26151784,6119.43902289,2021985.25541,2021985.25541,2021985.25541,2021985.25541
SSP5,2010,ZAF,Northern Cape,0.49308619505,0.6669965833470001,6083.05380878,5589.80226773,508157.064188,508157.064188,508157.064188,508157.064188
SSP5,2010,ZAF,Western Cape,0.555503229066,0.65899914494,7185.53078369,8410.74169379,3982951.50311,3982951.50311,3982951.50311,3982951.50311
SSP5,2020,ZAF,Eastern Cape,0.6253226711150001,0.705774146786,3432.17909794,7798.98985278,4689987.0,3248689.0,4582719.15689,3238731.84552
SSP5,2020,ZAF,Free State,0.703007883838,0.6955550631090001,7448.56312465,7459.69381907,801556.0,3220040.0,783223.07429,3210170.65403
SSP5,2020,ZAF,Gauteng,0.7162875698639999,0.700403426482,19562.399769,11679.2679578,219030.0,10951662.0,214020.41774,10918095.4166
SSP5,2020,ZAF,KwaZulu-Natal,0.6380734033550001,0.652211713028,5167.76146982,8943.43522903,4979388.0,6880406.0,4865501.07222,6859317.71934
SSP5,2020,ZAF,Limpopo,0.627484157339,0.6603741936590001,4569.75875416,10005.9958235,3093802.0,3155426.0,3023041.576240001,3145754.6944
SSP5,2020,ZAF,Mpumalanga,0.647519116341,0.688431087149,5131.36728216,9856.82140181,1190901.0,3096960.0,1163663.10326,3087467.8913
SSP5,2020,ZAF,North West,0.718009280584,0.6943483257430001,8985.13795368,8399.61635219,1288705.0,2358607.0,1259230.1622799998,2351377.9256700003
SSP5,2020,ZAF,Northern Cape,0.50639384424,0.668336071969,7731.362584899999,7824.41827813,622142.0,627333.0,607912.572403,625410.239284
SSP5,2020,ZAF,Western Cape,0.564343037993,0.670376152377,8787.8587888,10662.7248903,696516.0,4512608.0,680585.5146890001,4498776.96387
SSP5,2030,ZAF,Eastern Cape,0.626969751645,0.6971825011759999,6849.90594593,12148.1899308,4427266.0,3985986.0,4305258.059719998,3975158.22072
SSP5,2030,ZAF,Free State,0.6905817547669999,0.698860626532,11046.8038222,12027.939149299998,759468.0,3668846.0,738538.350327,3658879.71946
SSP5,2030,ZAF,Gauteng,0.700076523051,0.682911502023,23189.6156137,15273.4735497,196648.0,12365032.0,191228.714725,12331442.8611
SSP5,2030,ZAF,KwaZulu-Natal,0.636790120598,0.667165323053,8402.65924404,13213.4237979,4347469.0,8386881.0,4227660.12967,8364098.356939998
SSP5,2030,ZAF,Limpopo,0.632097050644,0.662224839585,7926.99879955,14193.7700666,2269223.0,4275636.0,2206687.06377,4264021.39752
SSP5,2030,ZAF,Mpumalanga,0.648843532924,0.6753734757719999,8719.2410897,13693.5903899,949310.0,3625656.0,923148.626867,3615807.04346
SSP5,2030,ZAF,North West,0.695341633176,0.68767783624,12569.9115409,12272.6266818,1096707.0,2815617.0,1066483.6156,2807968.48357
SSP5,2030,ZAF,Northern Cape,0.523633698809,0.66737558175,11291.3051157,11619.1526813,566885.0,768996.0,551262.611098,766907.051631
SSP5,2030,ZAF,Western Cape,0.57776210414,0.671906903963,12337.4687858,14894.7804801,640386.0,5115608.0,622738.048229,5101711.64555
SSP5,2040,ZAF,Eastern Cape,0.6069649747160001,0.683969095417,12562.763706,17208.170354700003,3699469.0,4982428.0,3579743.84249,4968236.22953
SSP5,2040,ZAF,Free State,0.6770025042110001,0.688009274833,17458.3317935,17260.9553101,681501.0,4079474.0,659445.722724,4067854.17154
SSP5,2040,ZAF,Gauteng,0.688347960044,0.662103917283,29617.2515944,23277.4760338,174210.0,13621114.0,168572.077452,13582316.104
SSP5,2040,ZAF,KwaZulu-Natal,0.613031546519,0.638462176611,14008.693338799998,17851.2994664,3593801.0,9738591.0,3477495.55433,9710851.94422
